,rownum,sno,CUI1,CUI2,lesk,vector
1972,1972,12,C2944695,C3128746,8,0.171
1973,1973,13,C1848374,C2280483,22,0.0257
1974,1974,14,C1010845,C1641110,0,0.0656
1975,1975,15,C0662227,C2303265,16,0.1115
1976,1976,16,C1620042,C3671678,6,0
1977,1977,17,C1307284,C3656335,12,0.0866
1978,1978,18,C1664928,C1969785,28,0.5142
1979,1979,19,C0438741,C3764719,27,0.0195
1980,1980,20,C2659484,C3034935,14,0.0316
1981,1981,21,C2627453,C3736594,11,0.0317
1982,1982,22,C2670187,C3819311,12,0
1983,1983,23,C1307261,C3940215,12,0.0378
1984,1984,24,C0807000,C2280708,2,0
1985,1985,25,C3259227,C4033001,81,0.0439
1986,1986,26,C0997349,C3966752,10,0.0304
1987,1987,27,C0063717,C2297378,8,0.0776
1988,1988,28,C3754082,C3843907,14,0.1142
1989,1989,29,C0641497,C3660423,593,0.2908
1990,1990,30,C1178720,C1310714,20,0.2043
1991,1991,31,C1383512,C1430290,26,0.0633
1992,1992,32,C2454274,C3415789,8,0.1022
1993,1993,33,C0951738,C3362671,15,0.1102
1994,1994,34,C1527695,C3658334,866,0.0653
1995,1995,35,C3502405,C3920078,19,0.0637
1996,1996,36,C2582480,C3158252,17,0.1304
1997,1997,37,C1026056,C3927224,24,0.9885
1998,1998,38,C2330396,C2576610,9,0.0833
1999,1999,39,C3211411,C3432108,24,0.0501
2000,2000,40,C2476318,C3389736,5,0.0495
2001,2001,41,C2460311,C3961496,11,0.0604
2002,2002,42,C0040553,C4004624,57,0.1545
2003,2003,43,C1593650,C3358235,15,0
2004,2004,44,C1420707,C3389772,25,0.1806
2005,2005,45,C0124510,C0241664,12,0
2006,2006,46,C1112261,C3001610,32,0.143
2007,2007,47,C0324394,C1334678,99,0.3054
2008,2008,48,C1564281,C2574453,24,0.0841
2009,2009,49,C0931262,C2121283,14,0.0639
2010,2010,50,C2974305,C3656960,22,0.0169
2011,2011,51,C1477787,C3090641,10,0.053
2012,2012,52,C1420223,C3094168,10,0.0492
2013,2013,53,C1553576,C3699723,7,0.0639
2014,2014,54,C1556576,C3396900,8,0.2024
2015,2015,55,C1889336,C1959586,6,0.0185
2016,2016,56,C0282119,C3759501,38,0.4301
2017,2017,57,C1893734,C3345103,11,0.0317
2018,2018,58,C1071978,C2815764,10,0.0759
2019,2019,59,C1253434,C2981849,40,0.2472
2020,2020,60,C0550455,C3422467,13,0.0294
2021,2021,61,C2988014,C3739308,4225,0.9995
2022,2022,62,C0921445,C2788831,12,0.0854
2023,2023,63,C0202886,C2712894,8,0.0678
2024,2024,64,C3002138,C3852278,10,0.0648
2025,2025,65,C1647687,C3450215,75,0.7095
2026,2026,66,C1633571,C2653510,1,0.0326
2027,2027,67,C0265985,C0825335,38,0.0573
2028,2028,68,C1066032,C3466134,24,0.1338
2029,2029,69,C0885754,C3683808,5,0.2755
2030,2030,0,C2699505,C3814645,23,0.044
2031,2031,1,C1979467,C3553143,125,0.1191
2032,2032,2,C0072573,C2384331,17,0.1169
2033,2033,3,C1041391,C1986926,8,0.0511
2034,2034,4,C0598206,C1085282,15,0.4162
2035,2035,5,C0619238,C2678932,21,0.046
2036,2036,6,C1979219,C3780422,3,0.0333
2037,2037,7,C2278012,C3926732,11,0.0273
2038,2038,8,C0076719,C1505021,1863,0.1393
2039,2039,9,C0697292,C3086928,32,0.1053
2040,2040,10,C2538889,C3733894,1,0
2041,2041,11,C1425334,C3422144,6,0.0266
2042,2042,12,C0222715,C3194688,36,0.0182
2043,2043,13,C0294791,C1548980,2,0.0256
2044,2044,14,C3159028,C3655022,289,0.3619
2045,2045,15,C1490740,C2478464,3,0.0605
2046,2046,16,C2808915,C3072529,1,0.0328
2047,2047,17,C1048734,C3600282,24,0.0264
2048,2048,18,C1196656,C3699482,15,0.0963
2049,2049,19,C0799851,C2501480,12,0.1012
2050,2050,20,C0483718,C3020498,32,0.2655
2051,2051,21,C2701720,C3827362,42,0.0034
2052,2052,22,C2789310,C3621081,10,0.0788
2053,2053,23,C0775748,C3004536,17,0.1136
2054,2054,24,C3094390,C3594737,11,0.0317
2055,2055,25,C1279858,C2692717,9,0.0768
2056,2056,26,C1939512,C2417873,15,0.0731
2057,2057,27,C2682583,C2757855,1,0
2058,2058,28,C0678462,C3046407,23,0.1808
2059,2059,29,C3492557,C3721013,9,0.0872
2060,2060,30,C1573588,C2281959,6,0
2061,2061,31,C1140480,C3388262,26,0.1185
2062,2062,32,C2662093,C3427778,23,0.213
2063,2063,33,C3027353,C3579343,4225,0.9995
2064,2064,34,C2675821,C3536518,16,0.0376
2065,2065,35,C2302999,C2703851,15,0.0836
2066,2066,36,C1147333,C3902104,42,0.2275
2067,2067,37,C1593293,C3297077,15,0
2068,2068,38,C0365289,C3441603,8,0.0903
2069,2069,39,C1244765,C3616259,11,0
2070,2070,40,C2757849,C3466487,15,0
2071,2071,41,C1574185,C2324889,8,0.0653
2072,2072,42,C0679703,C3614356,7,0
2073,2073,43,C2594856,C3331659,2,0
2074,2074,44,C2691738,C3723949,5,0.0479
2075,2075,45,C0229640,C3374444,27,0.2971
2076,2076,46,C1936191,C2616784,4225,1
2077,2077,47,C0667595,C3380736,15,0.1103
2078,2078,48,C1625315,C3654247,18,0.5848
2079,2079,49,C0072087,C3135099,9,0.023
2080,2080,50,C3588671,C3751072,86,0.4362
2081,2081,51,C1865335,C3907325,15,0.1329
2082,2082,52,C0936012,C3890553,143,0.08
2083,2083,53,C1024483,C2478625,5,0.0495
2084,2084,54,C3063390,C3320592,0,0.0816
2085,2085,55,C1062317,C2632259,26,0.2269
2086,2086,56,C3395587,C3698997,6,0.0398
2087,2087,57,C3008292,C3941348,4225,0.9995
2088,2088,58,C1419291,C3745820,6,0.0203
2089,2089,59,C2460567,C2751851,12,0.5497
2090,2090,60,C1957293,C2369195,47,0.2317
2091,2091,61,C1258811,C2970049,18,0.0324
2092,2092,62,C2298845,C2970556,3,0
2093,2093,63,C1499449,C2360102,37,0.3448
2094,2094,64,C0039591,C1069069,9,0.008
2095,2095,65,C3131543,C3988362,12,0.0688
2096,2096,66,C2684249,C2819063,15,0.0266
2097,2097,67,C0154783,C0895071,26,0.0079
2098,2098,68,C0864365,C2444578,46,0.683
2099,2099,69,C1172325,C3158271,22,0.207
2100,2100,0,C1331187,C3126231,15,0
2101,2101,1,C0507240,C4007578,9,0.0511
2102,2102,2,C1511642,C1953430,59,0.2316
2103,2103,3,C1958730,C3678494,6,0.0362
2104,2104,4,C3654865,C3885280,43,0.0557
2105,2105,5,C3735877,C3743097,1,0.0328
2106,2106,6,C2555061,C3081959,5,0.0473
2107,2107,7,C0482401,C0944753,283,0.3365
2108,2108,8,C0819931,C3350863,2,0.2576
2109,2109,9,C0485079,C3802955,17,0.117
2110,2110,10,C0375189,C3770431,1,0.0381
2111,2111,11,C0600380,C1301027,8,0.017
2112,2112,12,C1083498,C1288551,9,0.0548
2113,2113,13,C3728378,C3993364,4225,1
2114,2114,14,C1560824,C3050281,16,0.1129
2115,2115,15,C2314313,C2618843,4225,1
2116,2116,16,C1083515,C2769258,3,0.0629
2117,2117,17,C1653686,C2944601,11,0.246
2118,2118,18,C0297812,C0873206,23,0.0805
2119,2119,19,C0115751,C2557593,13,0.0255
2120,2120,20,C0915374,C3178815,20,0.0414
2121,2121,21,C3720438,C3993452,3,0.0359
2122,2122,22,C1967675,C3376956,20,0
2123,2123,23,C0673232,C2305156,21,0.1661
2124,2124,24,C0739820,C1216968,14,0.7302
2125,2125,25,C3276299,C3778848,17,0.1018
2126,2126,26,C1894961,C3552588,10,0.0489
2127,2127,27,C2992659,C2996356,3,0.0629
2128,2128,28,C1281105,C1722419,9,0.0517
2129,2129,29,C2550675,C2660699,5,0.0829
2130,2130,30,C1220478,C2511315,5,0
2131,2131,31,C2484955,C2820265,6,0.0493
2132,2132,32,C1232170,C3614002,0,0.081
2133,2133,33,C1969086,C3964769,24,0.0849
2134,2134,34,C3092337,C3720487,12,0.0273
2135,2135,35,C2786985,C3242871,12,0.0473
2136,2136,36,C1840547,C2276501,23,0.0677
2137,2137,37,C1042054,C1502750,1024,1
2138,2138,38,C1517202,C2441577,17,0.1699
2139,2139,39,C1469381,C2526814,5,0.0519
2140,2140,40,C1001422,C4038498,6,0.0794
2141,2141,41,C1920392,C2937859,26,0.0289
2142,2142,42,C2785986,C2941410,5,0.0448
2143,2143,43,C1053961,C2750339,11,0.0246
2144,2144,44,C1221038,C3785020,10,0.0304
2145,2145,45,C1471193,C1936247,9,0.0839
2146,2146,46,C1937667,C2499135,3,0.0574
2147,2147,47,C1336721,C2001854,43,0.143
2148,2148,48,C1972017,C3555392,69,0.1523
2149,2149,49,C1199943,C1221282,1024,1
2150,2150,50,C1226029,C3627644,10,0.0303
2151,2151,51,C0322399,C3654977,41,0.2361
2152,2152,52,C1979389,C3738816,60,0.2947
2153,2153,53,C0882608,C2673784,14,0.072
2154,2154,54,C0484803,C1958221,34,0.0796
2155,2155,55,C1987539,C4036984,21,0.1118
2156,2156,56,C0659332,C1076682,9,0.0239
2157,2157,57,C1636501,C2270789,6,0
2158,2158,58,C1662355,C3336012,7,0.018
2159,2159,59,C0253964,C0388808,127,0.5365
2160,2160,60,C0657909,C2822889,4,0.0156
2161,2161,61,C0629853,C1439728,3,0.0224
2162,2162,62,C1084500,C3257559,17,0.1257
2163,2163,63,C1127904,C3034521,26,0.2552
2164,2164,64,C1259709,C2789864,10,0.2699
2165,2165,65,C0983809,C2438963,16,0.1199
2166,2166,66,C1470648,C2390463,10,0.2075
2167,2167,67,C1462590,C2647620,1,0.0326
2168,2168,68,C0641541,C3440398,13,0.0545
2169,2169,69,C0215098,C2918451,20,0.0574
2170,2170,0,C0223846,C3787149,8,0.0704
2171,2171,1,C1059162,C2948888,13,0.9292
2172,2172,2,C0996358,C3416023,4225,1
2173,2173,3,C1038210,C2314463,1024,1
2174,2174,4,C0951715,C1721625,12,0.0012
2175,2175,5,C0681433,C2639469,1,0.0097
2176,2176,6,C0891255,C1182694,14,0.0508
2177,2177,7,C3379265,C3640169,4,0
2178,2178,8,C0596457,C3935802,12,0.0433
2179,2179,9,C1480659,C3752685,25,0.9145
2180,2180,10,C0643882,C3767785,19,0.1755
2181,2181,11,C3978848,C4003404,10,0.0304
2182,2182,12,C1092706,C3601922,1,0.0791
2183,2183,13,C1024922,C2452185,5,0.0525
2184,2184,14,C0331881,C1522974,16,0.1159
2185,2185,15,C1869299,C3444258,8,0.0105
2186,2186,16,C2663350,C3067942,4225,1
2187,2187,17,C2417187,C2629007,11,0.0645
2188,2188,18,C1623387,C1649934,15,0.0176
2189,2189,19,C1453760,C1938776,31,0.1053
2190,2190,20,C2540940,C3165543,3,0.0349
2191,2191,21,C0068620,C1220916,26,0.2987
2192,2192,22,C0409756,C2293608,27,0.1024
2193,2193,23,C0930393,C1908945,4,0
2194,2194,24,C1203806,C3399898,4225,0.9995
2195,2195,25,C2418482,C2454195,843,0.6886
2196,2196,26,C3118949,C3663035,6,0
2197,2197,27,C1422138,C2698141,80,0.1738
2198,2198,28,C1690771,C2543231,10,0.0811
2199,2199,29,C0093048,C3790318,6,0.0187
2200,2200,30,C0591366,C3933759,19,0.1664
2201,2201,31,C1313301,C1476693,6,0
2202,2202,32,C1856874,C3564194,15,0.0125
2203,2203,33,C1265319,C2734894,89,0.0577
2204,2204,34,C0077898,C2702454,119,0.5155
2205,2205,35,C0713420,C0718335,16,0.2635
2206,2206,36,C1576257,C3441446,2,0.0082
2207,2207,37,C0330230,C3724646,10,0.0214
2208,2208,38,C2534498,C2797995,11,0.0249
2209,2209,39,C1478019,C3902001,30,0.2338
2210,2210,40,C0682285,C1213555,6,0.0181
2211,2211,41,C1514346,C1846989,16,0.0168
2212,2212,42,C1903583,C2984155,9,0
2213,2213,43,C2775259,C3464857,1,0
2214,2214,44,C1718066,C2789726,7,0.1518
2215,2215,45,C0592496,C1566392,14,0.0415
2216,2216,46,C0266763,C1628343,14,0.0356
2217,2217,47,C2388159,C2640940,3,0.0584
2218,2218,48,C1157148,C2716499,150,0.1885
2219,2219,49,C0739956,C2529212,10,0.1202
2220,2220,50,C2334614,C2964600,9,0.0338
2221,2221,51,C2816715,C3635134,16,0.0412
2222,2222,52,C3213230,C3846181,25,0.0279
2223,2223,53,C1709317,C3853629,83,0.0567
2224,2224,54,C0432050,C3090611,25,0.0554
2225,2225,55,C0791797,C3028447,18,0.0185
2226,2226,56,C0339863,C3793209,4,0.0332
2227,2227,57,C1957576,C3658631,1228,0.2915
2228,2228,58,C3371916,C3613639,4225,0.9995
2229,2229,59,C2314695,C2509727,5,0.0486
2230,2230,60,C1468486,C3972318,28,0.9324
2231,2231,61,C0329178,C2605444,13,0.0659
2232,2232,62,C0613208,C3429688,19,0.19
2233,2233,63,C0603361,C1939822,0,0
2234,2234,64,C2244886,C3763002,21,0.0191
2235,2235,65,C0341960,C1660367,14,0.0728
2236,2236,66,C0064912,C2962196,621,0.1785
2237,2237,67,C1193585,C2281185,11,0.0273
2238,2238,68,C3199898,C3970754,1,0.1256
2239,2239,69,C1475227,C3767263,55,0.3987
2240,2240,0,C3378122,C3604969,4229,1
2241,2241,1,C1088047,C3120981,7,0.0179
2242,2242,2,C1233203,C3234896,15,0.0124
2243,2243,3,C3321370,C3965540,4225,1
2244,2244,4,C2943672,C3372487,5,0.0479
2245,2245,5,C0931257,C1681996,6,0.0401
2246,2246,6,C1229638,C3403762,5,0.0458
2247,2247,7,C2427386,C3455829,7,0.0381
2248,2248,8,C0634050,C1994445,41,0.1864
2249,2249,9,C2950702,C3820249,15,0.1834
2250,2250,10,C2535869,C3417824,5,0.0334
2251,2251,11,C0879516,C2976657,31,0.1468
2252,2252,12,C2580033,C3591273,6,0.0447
2253,2253,13,C0892903,C2659303,7,0.0377
2254,2254,14,C1708600,C3788774,8,0.1416
2255,2255,15,C1153623,C1318010,9,0.0271
2256,2256,16,C1650555,C3473461,4,0
2257,2257,17,C0080855,C1261559,24,0.0551
2258,2258,18,C0295842,C3067051,7,0.0491
2259,2259,19,C2503452,C3128430,6,0.0811
2260,2260,20,C1213750,C3953057,4225,0.998
2261,2261,21,C3013103,C4036843,16,0.1251
2262,2262,22,C0551906,C3387662,1,0.0066
2263,2263,23,C3261044,C3916513,6,0.1326
2264,2264,24,C3329958,C3885882,12,0.2076
2265,2265,25,C0149711,C1846693,20,0.0383
2266,2266,26,C0910764,C1672634,21,0.0766
2267,2267,27,C2541371,C3052710,9,0.1086
2268,2268,28,C1006937,C1709560,19,0.0158
2269,2269,29,C1077429,C3805760,6,0.0331
2270,2270,30,C0627173,C3349149,9,0.1531
2271,2271,31,C1505660,C1840784,31,0.2882
2272,2272,32,C2400563,C3097016,8,0.0662
2273,2273,33,C1182493,C1895120,14,0.111
2274,2274,34,C3424649,C3858757,9,0.0393
2275,2275,35,C0798134,C3548046,78,0.3153
2276,2276,36,C1420914,C3919541,10,0.0431
2277,2277,37,C0871925,C3529952,19,0.1352
2278,2278,38,C2931543,C3331489,39,0.1754
2279,2279,39,C0018075,C1627056,2,0.0382
2280,2280,40,C0250731,C1567962,139,0.4049
2281,2281,41,C1722965,C2582073,8,0.0341
2282,2282,42,C1944309,C2332393,26,0.1725
2283,2283,43,C0648644,C0937071,13,0.0914
2284,2284,44,C1740060,C3084820,19,0.0202
2285,2285,45,C0030327,C0827337,47,0.3543
2286,2286,46,C2580058,C3657917,15,0.0593
2287,2287,47,C2309846,C3084346,26,0.8037
2288,2288,48,C0220248,C1505258,36,0.0598
2289,2289,49,C0396670,C1635366,4,0.0491
2290,2290,50,C3759301,C3902465,10,0.0304
2291,2291,51,C2512296,C3993049,3,0.038
2292,2292,52,C0265412,C1671282,30,0.8606
2293,2293,53,C1531223,C1697276,9,0
2294,2294,54,C0275747,C0603076,26,0.0992
2295,2295,55,C2643253,C4019371,1,0.0252
2296,2296,56,C1572667,C3370376,18,0.1599
2297,2297,57,C0573745,C2624764,2,0.0061
2298,2298,58,C0608560,C3618434,7,0.0377
2299,2299,59,C0983817,C1530782,117,0.2485
2300,2300,60,C2656183,C3110588,4225,0.9995
2301,2301,61,C0003458,C3217321,46,0.2067
2302,2302,62,C0140155,C3062346,9,0.0264
2303,2303,63,C0814965,C3620198,10,0.0207
2304,2304,64,C1424962,C2812060,10,0.0533
2305,2305,65,C0355594,C1854297,21,0.0208
2306,2306,66,C2973681,C3059131,10,0.0475
2307,2307,67,C0683879,C3540787,3,0
2308,2308,68,C0794346,C2286180,1,0.1037
2309,2309,69,C1664213,C1962331,26,0.0324
2310,2310,0,C1502093,C3793364,4,0.0326
2311,2311,1,C0033798,C3257749,75,0.4077
2312,2312,2,C0981933,C3340290,19,0.1068
2313,2313,3,C0914711,C1307687,160,0.3152
2314,2314,4,C2280090,C3957040,4225,1
2315,2315,5,C0540303,C1084649,17,0.2944
2316,2316,6,C1201796,C3166070,2,0
2317,2317,7,C1958912,C2566460,11,0.0253
2318,2318,8,C0814788,C1491583,18,0.0488
2319,2319,9,C0881833,C3530026,27,0.0856
2320,2320,10,C1068278,C2369184,5,0.0126
2321,2321,11,C2406801,C3905044,8,0.0672
2322,2322,12,C1989572,C3966343,10,0.0551
2323,2323,13,C0225977,C3575960,11,0.1333
2324,2324,14,C2655638,C2930526,1,0.0371
2325,2325,15,C0916550,C1903213,12,0.0198
2326,2326,16,C2513556,C3321329,5,0.0331
2327,2327,17,C0223175,C1892721,4,0.0122
2328,2328,18,C1709935,C3755183,35,0.3936
2329,2329,19,C1574921,C3023712,7,0.1447
2330,2330,20,C3022475,C3439778,9,0.1465
2331,2331,21,C3926378,C3932763,4225,0.9995
2332,2332,22,C3723992,C3819956,12,0
2333,2333,23,C1270022,C4037500,18,0.0878
2334,2334,24,C1899672,C3553045,16,0.1111
2335,2335,25,C0803061,C2679305,23,0.057
2336,2336,26,C0028641,C2257117,19,0.0153
2337,2337,27,C0671644,C0693092,20,0.0333
2338,2338,28,C3149376,C3549678,1226,0.4815
2339,2339,29,C2557550,C3173364,21,0.2954
2340,2340,30,C2352246,C3324696,16,0.163
2341,2341,31,C1077341,C2285224,36,0.2463
2342,2342,32,C3016817,C3992093,17,0.0429
2343,2343,33,C0005411,C3259452,160,0.13
2344,2344,34,C1084352,C1369836,21,0.7131
2345,2345,35,C3841227,C4026162,21,0.0372
2346,2346,36,C0924286,C3248473,18,0.1337
2347,2347,37,C2360953,C2752332,18,0.1575
2348,2348,38,C1827633,C2292866,13,0.1332
2349,2349,39,C0821608,C3102882,8,0.0949
2350,2350,40,C0043816,C2486593,17,0.0346
2351,2351,41,C2979923,C3494083,19,0.09
2352,2352,42,C2395239,C3559313,1,0
2353,2353,43,C0043002,C1240179,13,0.0876
2354,2354,44,C2810569,C3728615,1024,0.9991
2355,2355,45,C0662611,C0975344,157,0.1052
2356,2356,46,C1033313,C3336297,25,0.8833
2357,2357,47,C2995664,C3269670,6,0.0138
2358,2358,48,C2265897,C3345964,22,0.1374
2359,2359,49,C0817731,C2694209,13,0.1688
2360,2360,50,C2297633,C2632897,7,0.018
2361,2361,51,C1666510,C2745698,19,0.1026
2362,2362,52,C1228633,C3265185,19,0.003
2363,2363,53,C1449142,C2432342,18,0.1206
2364,2364,54,C1655945,C1958331,66,0.265
2365,2365,55,C1072828,C2992442,24,0.9858
2366,2366,56,C1915469,C3814759,6,0.0559
2367,2367,57,C1244568,C2796452,39,0.4839
2368,2368,58,C2990875,C3378142,8,0.0197
2369,2369,59,C2753590,C3010169,18,0.1015
2370,2370,60,C1483875,C3309601,7,0.0179
2371,2371,61,C0525605,C3123014,14,0.1089
2372,2372,62,C0501164,C1739707,20,0.3875
2373,2373,63,C0160544,C0294226,3,0
2374,2374,64,C0083704,C3426161,8,0.067
2375,2375,65,C0804234,C3745697,58,0.2002
2376,2376,66,C0806613,C2390853,8,0.0063
2377,2377,67,C1592882,C3485477,1024,0.2613
2378,2378,68,C0942781,C1531365,67,0.2555
2379,2379,69,C2604689,C3547772,44,0.0569
2380,2380,0,C3619663,C3643232,20,0.1627
2381,2381,1,C0731290,C3992648,15,0.0319
2382,2382,2,C3365425,C3934685,12,0.065
2383,2383,3,C0065419,C3388140,15,0.0683
2384,2384,4,C0771975,C3902643,13,0.0715
2385,2385,5,C1428960,C3821598,20,0.0905
2386,2386,6,C0970346,C2754025,41,0.0373
2387,2387,7,C2931291,C3392992,28,0.2498
2388,2388,8,C1325333,C1625313,1,0.0126
2389,2389,9,C3214407,C3470734,15,0.0409
2390,2390,10,C0221207,C2962632,34,0.5068
2391,2391,11,C1359484,C1909832,13,0
2392,2392,12,C2736555,C2937448,30,0.1419
2393,2393,13,C0780636,C3604316,20,0
2394,2394,14,C2526808,C3947682,7,0
2395,2395,15,C0830743,C2813589,2,0.3076
2396,2396,16,C0081600,C1615160,13,0
2397,2397,17,C0229613,C3010360,40,0.0541
2398,2398,18,C1829268,C3221552,1044,0.1094
2399,2399,19,C1830679,C2539379,17,0.4396
2400,2400,20,C0024042,C1602127,18,0.01
2401,2401,21,C1130899,C1188187,24,0.1268
2402,2402,22,C1074221,C2430411,4,0
2403,2403,23,C0827801,C4044008,11,0.0315
2404,2404,24,C2943671,C3633558,2,0
2405,2405,25,C1281584,C3360319,26,0.4955
2406,2406,26,C0883235,C3989356,18,0.1391
2407,2407,27,C2650845,C3820859,20,0.0553
2408,2408,28,C3434509,C3996555,1,0.0328
2409,2409,29,C0046764,C2338533,31,0.2535
2410,2410,30,C0256181,C2964126,3,0.0134
2411,2411,31,C0908008,C2794751,22,0.0958
2412,2412,32,C0655419,C3730595,15,0.0109
2413,2413,33,C1640920,C2975110,15,0.1155
2414,2414,34,C2359870,C3148376,26,0.1379
2415,2415,35,C1318544,C1824212,28,0.0779
2416,2416,36,C1132847,C3058958,8,0
2417,2417,37,C0759605,C3346898,18,0.0716
2418,2418,38,C3407089,C3632761,1,0.0328
2419,2419,39,C0920726,C3739187,12,0.1129
2420,2420,40,C0803815,C3916998,49,0.1263
2421,2421,41,C0042388,C3066107,10,0.0367
2422,2422,42,C0062169,C2758853,11,0.1273
2423,2423,43,C2979830,C3735634,5,0
2424,2424,44,C2554419,C2628364,5,0.0099
2425,2425,45,C1012395,C1230664,0,0.0816
2426,2426,46,C1638262,C3869531,1,0
2427,2427,47,C2579899,C3806557,16,0.3034
2428,2428,48,C0594706,C2384950,6,0
2429,2429,49,C1147393,C3759824,31,0.2589
2430,2430,50,C1175046,C3383751,12,0.2076
2431,2431,51,C0185615,C3619193,6,0.1196
2432,2432,52,C1041226,C3242697,8,0
2433,2433,53,C2697785,C3435573,1,0.0355
2434,2434,54,C0268576,C0604430,34,0.1691
2435,2435,55,C1011462,C1541550,7,0
2436,2436,56,C1193769,C3363237,12,0.0271
2437,2437,57,C1709585,C2694868,12,0.091
2438,2438,58,C1575650,C1664467,5,0.2261
2439,2439,59,C2646263,C2799781,14,0.303
2440,2440,60,C3336807,C3987433,26,0.8685
2441,2441,61,C3372458,C3943625,4226,1
2442,2442,62,C1066766,C4036019,0,0.0358
2443,2443,63,C2375534,C2713182,25,0.0857
2444,2444,64,C3428430,C3585168,17,0.2036
2445,2445,65,C1250675,C1652823,15,0.0905
2446,2446,66,C0372043,C2430166,841,0.8808
2447,2447,67,C0962780,C3722352,1,0.1097
2448,2448,68,C1039583,C3130387,1,0
2449,2449,69,C1316417,C1523098,15,0.2726
2450,2450,0,C0280416,C4010381,16,0.1057
2451,2451,1,C1361942,C1932944,8,0
2452,2452,2,C0635724,C3149186,21,0.1572
2453,2453,3,C3845380,C3973176,16,0.1142
2454,2454,4,C2456621,C3352470,12,0.0769
2455,2455,5,C0681046,C3157105,7,0.0364
2456,2456,6,C0865206,C3970383,9,0.0596
2457,2457,7,C1171329,C3814551,26,0.1025
2458,2458,8,C1895798,C2355013,22,0.5534
2459,2459,9,C0375133,C3061977,27,0.1135
2460,2460,10,C0491886,C1127706,5,0
2461,2461,11,C2297968,C3096094,21,0.0556
2462,2462,12,C0971842,C3607278,16,0.0842
2463,2463,13,C1928000,C3370860,19,0.1752
2464,2464,14,C0752959,C3780040,14,0
2465,2465,15,C0966104,C2480043,16,0.0314
2466,2466,16,C0506241,C1448250,14,0.0264
2467,2467,17,C3564557,C3774433,67,0.73
2468,2468,18,C0723559,C2240579,12,0.0652
2469,2469,19,C2245803,C2417296,14,0.0292
2470,2470,20,C0786065,C3388262,24,0.0615
2471,2471,21,C0482222,C1432022,68,0.1284
2472,2472,22,C1500833,C3617780,1,0
2473,2473,23,C3268427,C3273989,8,0.072
2474,2474,24,C0379049,C1223383,6,0.0834
2475,2475,25,C1147281,C3023623,28,0.1828
2476,2476,26,C3390498,C3733787,36,0.7959
2477,2477,27,C1611482,C3167995,17,0.6506
2478,2478,28,C0083616,C3533754,132,0.2668
2479,2479,29,C2912332,C3622350,4,0
2480,2480,30,C1247032,C1509494,1029,0.1185
2481,2481,31,C2744289,C2793147,1,0
2482,2482,32,C1828477,C1917119,12,0.7646
2483,2483,33,C2533128,C3407400,7,0.0422
2484,2484,34,C0085658,C1492985,9,0.1214
2485,2485,35,C0792858,C1892170,6,0
2486,2486,36,C1323761,C3571335,19,0.0151
2487,2487,37,C0931038,C2565427,9,0.089
2488,2488,38,C1525706,C3535905,10,0.0927
2489,2489,39,C3540667,C3563315,8,0.0693
2490,2490,40,C1052262,C1664913,1024,1
2491,2491,41,C0996581,C3542123,10,0.0729
2492,2492,42,C0429263,C2713011,29,0.1431
2493,2493,43,C1241619,C2685809,5,0.0128
2494,2494,44,C0263288,C2734448,182,0.5232
2495,2495,45,C1709625,C3123344,10,0.0582
2496,2496,46,C2631645,C2930039,24,0.0409
2497,2497,47,C3501247,C3739243,9,0.0109
2498,2498,48,C0252473,C1627579,1,0.0183
2499,2499,49,C1054096,C1250559,33,0.1867
2500,2500,50,C1205295,C2275843,13,0.0289
2501,2501,51,C3017359,C3176337,1,0.1649
2502,2502,52,C0504589,C3043933,37,0.0461
2503,2503,53,C1470576,C4042078,24,0.0542
2504,2504,54,C0206340,C0941329,84,0.248
2505,2505,55,C3128807,C3824398,9,0.1742
2506,2506,56,C2653826,C3275472,24,0.0862
2507,2507,57,C0091409,C2736631,16,0.1763
2508,2508,58,C1079451,C1880837,13,0.0369
2509,2509,59,C1252459,C2479739,16,0.1056
2510,2510,60,C1851753,C2778507,5,0.0326
2511,2511,61,C1420451,C1482551,7,0.0363
2512,2512,62,C2673063,C3271176,12,0.0801
2513,2513,63,C0596674,C3538628,29,0.0029
2514,2514,64,C0817408,C2306580,12,0.6262
2515,2515,65,C0050242,C3324402,31,0.1057
2516,2516,66,C0086769,C1709073,99,0.2335
2517,2517,67,C0742248,C1428890,3,0.0046
2518,2518,68,C1210045,C2549291,5,0.0495
2519,2519,69,C0714688,C2930387,1026,0.2125
2520,2520,0,C0056222,C2996336,22,0.5534
2521,2521,1,C0226824,C3916082,18,0.6396
2522,2522,2,C0486002,C3030020,18,0.066
2523,2523,3,C1197157,C2829812,14,0.0342
2524,2524,4,C3795781,C3799583,1089,0.9991
2525,2525,5,C1518277,C3043615,12,0.058
2526,2526,6,C0021479,C2676055,45,0.7177
2527,2527,7,C2374434,C3020583,8,0.0425
2528,2528,8,C1260503,C3147685,11,0.0176
2529,2529,9,C1135288,C2485513,11,0.5834
2530,2530,10,C1681510,C2469031,5,0.0494
